LLT	PT_enc
transient tachypnoea of the newborn	PT_19938
transillumination	PT_19939
transitional cell cancer of renal pelvis and ureter metastatic	PT_19940
transitional cell cancer of the renal pelvis and ureter	PT_19941
transitional cell cancer of the renal pelvis and ureter localised	PT_19942
transitional cell cancer of the renal pelvis and ureter recurrent	PT_19943
transitional cell carcinoma	PT_19944
transitional cell carcinoma metastatic	PT_19945
transitional cell carcinoma recurrent	PT_19946
transitional cell carcinoma urethra	PT_19947
transitional vertebrae	PT_19948
transmission of an infectious agent via product	PT_19949
transmission of an infectious agent via transplant	PT_19950
transmyocardial revascularisation	PT_19951
transplant	PT_19952
transplant abscess	PT_19953
transplant dysfunction	PT_19954
graft dysfunction	PT_19954
transplant evaluation	PT_19955
transplant failure	PT_19956
transplant recipient	PT_19957
transplant rejection	PT_19958
transplantation associated food allergy	PT_19959
transplantation complication	PT_19960
transposition of the great vessels	PT_19961
transpulmonary thermodilution	PT_19962
transsphenoidal surgery	PT_19963
transtubular potassium gradient	PT_19964
transurethral bladder resection	PT_19965
transurethral incision of prostate	PT_19966
transurethral prostatectomy	PT_19967
transurethral resection syndrome	PT_19968
transvalvular pressure gradient	PT_19969
transvalvular pressure gradient abnormal	PT_19970
transvalvular pressure gradient decreased	PT_19971
transvalvular pressure gradient increased	PT_19972
transverse presentation	PT_19973
transverse sinus stenosis	PT_19974
transverse sinus thrombosis	PT_19975
transvestism	PT_19976
trapezectomy	PT_19977
trapeziectomy	PT_19977
traumatic amputation	PT_19978
traumatic arthritis	PT_19979
traumatic arthropathy	PT_19980
traumatic arthrosis	PT_19981
traumatic coma	PT_19982
traumatic delivery	PT_19983
traumatic ear amputation	PT_19984
traumatic fracture	PT_19985
traumatic haematoma	PT_19986
traumatic haemorrhage	PT_19987
traumatic haemothorax	PT_19988
traumatic heart injury	PT_19989
traumatic intracranial haematoma	PT_19990
traumatic intracranial haemorrhage	PT_19991
traumatic liver injury	PT_19992
traumatic lumbar puncture	PT_19993
traumatic lung injury	PT_19994
traumatic occlusion	PT_19995
post-traumatic pain	PT_19996
traumatic pancreatitis	PT_19997
traumatic renal injury	PT_19998
traumatic shock	PT_19999
traumatic spinal cord compression	PT_20000
traumatic tooth displacement	PT_20001
traumatic torticollis	PT_20002
traumatic ulcer	PT_20003
treatment boosted antibody positive	PT_20004
treatment delayed	PT_20005
treatment failure	PT_20006
treatment noncompliance	PT_20007
trematode infection	PT_20008
tremor	PT_20009
tremor neonatal	PT_20010
trench fever	PT_20011
trendelenburg's symptom	PT_20012
treponema test	PT_20013
treponema test false positive	PT_20014
treponema test positive	PT_20015
trepopnoea	PT_20016
tri-iodothyronine	PT_20017
tri-iodothyronine abnormal	PT_20018
tri-iodothyronine decreased	PT_20019
tri-iodothyronine free	PT_20020
tri-iodothyronine free abnormal	PT_20021
tri-iodothyronine free decreased	PT_20022
tri-iodothyronine free increased	PT_20023
tri-iodothyronine free normal	PT_20024
tri-iodothyronine increased	PT_20025
tri-iodothyronine uptake abnormal	PT_20026
tri-iodothyronine uptake decreased	PT_20027
tri-iodothyronine uptake increased	PT_20028
trial of void	PT_20029
trichiasis	PT_20030
trichiniasis	PT_20031
trichoblastic carcinoma	PT_20032
trichodynia	PT_20033
trichodysplasia spinulosa	PT_20034
trichoglossia	PT_20035
trichomegaly	PT_20036
trichomoniasis	PT_20037
trichophytic granuloma	PT_20038
trichophytosis	PT_20039
trichorhinophalangeal syndrome	PT_20040
trichorrhexis	PT_20041
trichosporon infection	PT_20042
trichostasis spinulosa	PT_20043
trichotemnomania	PT_20044
trichothiodystrophy	PT_20045
trichotillomania	PT_20046
trichuriasis	PT_20047
tricuspid valve calcification	PT_20048
tricuspid valve disease	PT_20049
tricuspid valve incompetence	PT_20050
tricuspid valve prolapse	PT_20051
tricuspid valve repair	PT_20052
tricuspid valve replacement	PT_20053
tricuspid valve sclerosis	PT_20054
tricuspid valve stenosis	PT_20055
tricuspid valve thickening	PT_20056
tricuspid valve thrombosis	PT_20057
trifascicular block	PT_20058
trifunctional protein deficiency	PT_20059
trigeminal anaesthesia	PT_20060
trigeminal nerve disorder	PT_20061
trigeminal nerve paresis	PT_20062
trigeminal neuralgia	PT_20063
facial neuralgia	PT_20063
trigeminal neuritis	PT_20064
trigeminal neuropathy	PT_20065
trigeminal palsy	PT_20066
trigemino-cardiac reflex	PT_20067
trigger finger	PT_20068
trigger points	PT_20069
trigger toe	PT_20070
trigonitis	PT_20071
trimethylaminuria	PT_20072
triple a syndrome	PT_20073
triple hit lymphoma	PT_20074
triple negative breast cancer	PT_20075
triple positive breast cancer	PT_20076
triplopia	PT_20077
trismus	PT_20078
trisomy 12	PT_20079
trisomy 13	PT_20080
trisomy 14	PT_20081
trisomy 15	PT_20082
trisomy 16	PT_20083
trisomy 17	PT_20084
trisomy 18	PT_20085
trisomy 21	PT_20086
trisomy 22	PT_20087
trisomy 8	PT_20088
trisomy 9	PT_20089
trochlear dysplasia	PT_20090
trombidiasis	PT_20091
tropical eosinophilia	PT_20092
tropical infectious disease	PT_20093
tropical spastic paresis	PT_20094
tropical sprue	PT_20095
tropical ulcer	PT_20096
troponin	PT_20097
troponin abnormal	PT_20098
troponin c increased	PT_20099
troponin decreased	PT_20100
troponin i	PT_20101
troponin i abnormal	PT_20102
troponin i decreased	PT_20103
troponin i increased	PT_20104
troponin increased	PT_20105
troponin normal	PT_20106
troponin t	PT_20107
troponin t increased	PT_20108
trousseau's sign	PT_20109
truancy	PT_20110
truncus arteriosus persistent	PT_20111
truncus coeliacus thrombosis	PT_20112
trunk injury	PT_20113
trypanosoma serology positive	PT_20114
trypanosomiasis	PT_20115
tryptase	PT_20116
tryptase decreased	PT_20117
tryptase increased	PT_20118
tubal diathermy	PT_20119
tubal rupture	PT_20120
tuberculin test	PT_20121
tuberculin test false negative	PT_20122
tuberculin test false positive	PT_20123
tuberculin test negative	PT_20124
tuberculin test positive	PT_20125
tuberculoid leprosy	PT_20126
tuberculoma	PT_20127
tuberculoma of central nervous system	PT_20128
tuberculosis	PT_20129
tuberculosis bladder	PT_20130
tuberculosis gastrointestinal	PT_20131
tuberculosis immunisation	PT_20132
tuberculosis liver	PT_20133
tuberculosis of central nervous system	PT_20134
tuberculosis of eye	PT_20135
tuberculosis of genitourinary system	PT_20136
tuberculosis of intrathoracic lymph nodes	PT_20137
tuberculosis of peripheral lymph nodes	PT_20138
tuberculosis ureter	PT_20139
tuberculous abscess central nervous system	PT_20140
tuberculous laryngitis	PT_20141
tuberculous pleurisy	PT_20142
tuberculous tenosynovitis	PT_20143
tuberous sclerosis	PT_20144
tuberous sclerosis complex	PT_20144
tuberous sclerosis complex associated neuropsychiatric disease	PT_20145
tubo-ovarian abscess	PT_20146
tubular breast carcinoma	PT_20147
tubulointerstitial nephritis	PT_20148
tubulointerstitial nephritis and uveitis syndrome	PT_20149
tularaemia	PT_20150
tumefactive multiple sclerosis	PT_20151
tumour ablation	PT_20152
tumour associated fever	PT_20153
tumour biopsy	PT_20154
tumour budding	PT_20155
tumour cavitation	PT_20156
tumour cell mobilisation	PT_20157
tumour compression	PT_20158
tumour embolism	PT_20159
tumour excision	PT_20160
tumour exudation	PT_20161
tumour fistulisation	PT_20162
tumour flare	PT_20163
tumour haemorrhage	PT_20164
tumour hyperprogression	PT_20165
tumour inflammation	PT_20166
tumour invasion	PT_20167
tumour lysis syndrome	PT_20168
tumour marker abnormal	PT_20169
tumour marker decreased	PT_20170
tumour marker increased	PT_20171
tumour marker test	PT_20172
tumour necrosis	PT_20173
tumour necrosis factor receptor-associated periodic syndrome	PT_20174
tumour obstruction	PT_20175
tumour of ampulla of vater	PT_20176
tumour pain	PT_20177
tumour perforation	PT_20178
tumour pruritus	PT_20179
tumour pseudoprogression	PT_20180
tumour response assessment	PT_20181
tumour rupture	PT_20182
tumour thrombosis	PT_20183
tumour treating fields therapy	PT_20184
tumour ulceration	PT_20185
tunnel vision	PT_20186
turbinectomy	PT_20187
turbinoplasty	PT_20188
turner's syndrome	PT_20189
twiddler's syndrome	PT_20190
twin pregnancy	PT_20191
twin reversed arterial perfusion sequence malformation	PT_20192
acardia	PT_20192
tympanic membrane atrophic	PT_20193
tympanic membrane disorder	PT_20194
tympanic membrane hyperaemia	PT_20195
tympanic membrane perforation	PT_20196
tympanomastoidectomy	PT_20197
tympanometry	PT_20198
tympanometry abnormal	PT_20199
tympanoplasty	PT_20200
tympanosclerosis	PT_20201
type 1 diabetes mellitus	PT_20202
type 1 lepra reaction	PT_20203
type 2 diabetes mellitus	PT_20204
type 2 lepra reaction	PT_20205
type 3 diabetes mellitus	PT_20206
type i hypersensitivity	PT_20207
type ii hyperlipidaemia	PT_20208
type ii hypersensitivity	PT_20209
type iia hyperlipidaemia	PT_20210
combined hyperlipidaemia	PT_20211
type iib hyperlipidaemia	PT_20211
type iii hyperlipidaemia	PT_20212
type iii immune complex mediated reaction	PT_20213
type iv hyperlipidaemia	PT_20214
type iv hypersensitivity reaction	PT_20215
type v hyperlipidaemia	PT_20216
typhoid fever	PT_20217
typhus	PT_20218
typhus rickettsia test positive	PT_20219
typical aura without headache	PT_20220
tyramine reaction	PT_20221
tyrosinaemia	PT_20222
tyrosine kinase mutation	PT_20223
ubiquinone decreased	PT_20224
ugt1a1 gene mutation	PT_20225
ugt1a1 gene polymorphism	PT_20226
uhthoff's phenomenon	PT_20227
ulcer	PT_20228
ulcer haemorrhage	PT_20229
ulcerated haemangioma	PT_20230
ulcerative duodenitis	PT_20231
ulcerative gastritis	PT_20232
ulcerative hyperkeratosis	PT_20233
ulcerative keratitis	PT_20234
ulna fracture	PT_20235
ulnar nerve injury	PT_20236
ulnar nerve palsy	PT_20237
ulnar neuritis	PT_20238
ulnar tunnel syndrome	PT_20239
ulnocarpal abutment syndrome	PT_20240
ultrafiltration failure	PT_20241
ultrasound abdomen	PT_20242
ultrasound abdomen abnormal	PT_20243
ultrasound antenatal screen	PT_20244
ultrasound antenatal screen abnormal	PT_20245
ultrasound biliary tract	PT_20246
ultrasound biliary tract abnormal	PT_20247
ultrasound bladder	PT_20248
ultrasound bladder abnormal	PT_20249
ultrasound breast	PT_20250
ultrasound breast abnormal	PT_20251
ultrasound doppler	PT_20252
ultrasound doppler abnormal	PT_20253
ultrasound eye abnormal	PT_20254
ultrasound foetal abnormal	PT_20255
ultrasound head abnormal	PT_20256
ultrasound skull abnormal	PT_20256
ultrasound joint	PT_20257
ultrasound joint abnormal	PT_20258
ultrasound joint normal	PT_20259
ultrasound kidney	PT_20260
ultrasound kidney abnormal	PT_20261
ultrasound liver	PT_20262
ultrasound liver abnormal	PT_20263
ultrasound ovary abnormal	PT_20264
ultrasound pancreas abnormal	PT_20265
ultrasound pelvis	PT_20266
ultrasound pelvis abnormal	PT_20267
ultrasound prostate abnormal	PT_20268
ultrasound scan	PT_20269
echography abnormal	PT_20270
ultrasound scan abnormal	PT_20270
ultrasound scan vagina abnormal	PT_20271
ultrasound testes abnormal	PT_20272
ultrasound therapy	PT_20273
ultrasound thyroid abnormal	PT_20274
ultrasound uterus	PT_20275
ultrasound uterus abnormal	PT_20276
umbilical artery hypoplasia	PT_20277
umbilical artery vascular resistance increased	PT_20278
umbilical cord abnormality	PT_20279
umbilical cord around neck	PT_20280
umbilical cord blood ph	PT_20281
umbilical cord compression	PT_20282
umbilical cord cyst	PT_20283
umbilical cord haemorrhage	PT_20284
umbilical cord occlusion	PT_20285
umbilical cord prolapse	PT_20286
umbilical cord short	PT_20287
umbilical cord thrombosis	PT_20288
umbilical cord vascular disorder	PT_20289
umbilical discharge	PT_20290
umbilical erythema	PT_20291
umbilical granuloma	PT_20292
umbilical haematoma	PT_20293
umbilical haemorrhage	PT_20294
umbilical hernia	PT_20295
umbilical hernia gangrenous	PT_20296
umbilical hernia perforation	PT_20297
umbilical hernia repair	PT_20298
umbilical hernia, obstructive	PT_20299
umbilical malformation	PT_20300
umbilical sepsis	PT_20301
umbilicoplasty	PT_20302
unadjusted dose administered	PT_20303
uncinate fits	PT_20304
uncircumcised	PT_20305
underdose	PT_20306
undersensing	PT_20307
underweight	PT_20308
undifferentiated carcinoma of colon	PT_20309
undifferentiated connective tissue disease	PT_20310
undifferentiated nasopharyngeal carcinoma	PT_20311
undifferentiated sarcoma	PT_20312
undifferentiated spondyloarthritis	PT_20313
unemployment	PT_20314
unevaluable device issue	PT_20315
unevaluable event	PT_20316
unevaluable investigation	PT_20317
unevaluable specimen	PT_20318
unevaluable therapy	PT_20319
unexpected vaginal bleeding on hormonal iud	PT_20320
unhealthy diet	PT_20321
unhealthy lifestyle	PT_20322
unilateral bronchospasm	PT_20323
unintended pregnancy	PT_20324
unintended transduction of non-target tissues	PT_20325
unintentional medical device removal	PT_20326
unintentional use for unapproved indication	PT_20327
univentricular heart	PT_20328
unknown schedule of product administration	PT_20329
unmasking of previously unidentified disease	PT_20330
unrelated donor bone marrow transplantation therapy	PT_20331
unresponsive to stimuli	PT_20332
unstable foetal lie	PT_20333
unwanted awareness during anaesthesia	PT_20334
unwanted pregnancy	PT_20335
up and down phenomenon	PT_20336
upper airway necrosis	PT_20337
upper airway obstruction	PT_20338
upper airway resistance syndrome	PT_20339
upper gastrointestinal haemorrhage	PT_20340
upper gastrointestinal perforation	PT_20341
upper limb fracture	PT_20342
upper motor neurone lesion	PT_20343
upper respiratory fungal infection	PT_20344
upper respiratory tract congestion	PT_20345
upper respiratory tract endoscopy	PT_20346
upper respiratory tract infection	PT_20347
upper respiratory tract infection bacterial	PT_20348
upper respiratory tract inflammation	PT_20349
upper respiratory tract irritation	PT_20350
upper-airway cough syndrome	PT_20351
urachal abnormality	PT_20352
urachal remnant resection	PT_20353
urachal abscess	PT_20354
uraemia odour	PT_20355
uraemic acidosis	PT_20356
uraemic encephalopathy	PT_20357
uraemic gastropathy	PT_20358
uraemic myopathy	PT_20359
uraemic neuropathy	PT_20360
urate nephropathy	PT_20361
urea cycle disorder	PT_20362
urea cycle enzyme deficiency	PT_20362
urea renal clearance	PT_20363
urea renal clearance decreased	PT_20364
urea renal clearance increased	PT_20365
urea urine abnormal	PT_20366
urea urine decreased	PT_20367
urea urine increased	PT_20368
ureaplasma infection	PT_20369
ureaplasma test positive	PT_20370
ureaplasmal vulvovaginitis	PT_20371
ureter abscess	PT_20372
ureter dilation procedure	PT_20373
ureteral catheterisation	PT_20374
ureteral cyst	PT_20375
ureteral disorder	PT_20376
ureteral diverticulum	PT_20377
ureteral necrosis	PT_20378
ureteral neoplasm	PT_20379
ureteral polyp	PT_20380
ureteral replacement	PT_20381
ureteral spasm	PT_20382
ureteral stent insertion	PT_20383
ureteral stent removal	PT_20384
ureteral wall thickening	PT_20385
ureterectomy	PT_20386
ureteric anastomosis complication	PT_20387
ureteric calculus removal	PT_20388
ureterolithotomy	PT_20388
ureteric cancer	PT_20389
ureteric cancer local	PT_20390
ureteric cancer metastatic	PT_20391
ureteric cancer recurrent	PT_20392
ureteric compression	PT_20393
ureteric dilatation	PT_20394
ureteric fistula	PT_20395
ureteric haemorrhage	PT_20396
ureteric injury	PT_20397
ureteric obstruction	PT_20398
ureteric operation	PT_20399
ureteric perforation	PT_20400
ureteric repair	PT_20401
ureteric rupture	PT_20402
ureteric stenosis	PT_20403
ureteritis	PT_20404
ureterocele	PT_20405
calculus ureteric	PT_20406
ureterolithiasis	PT_20406
ureterolysis procedure	PT_20407
ureteroneocystostomy	PT_20408
ureteroscopy	PT_20409
ureteroscopy abnormal	PT_20410
urethral abscess	PT_20411
urethral adenoma	PT_20412
urethral atresia	PT_20413
urethral atrophy	PT_20414
urethral bulking agent injection	PT_20415
urethral cancer	PT_20416
urethral cancer metastatic	PT_20417
urethral cancer recurrent	PT_20418
urethral carbuncle	PT_20419
urethral caruncle	PT_20420
urethral cyst	PT_20421
urethral dilatation	PT_20422
urethral dilation procedure	PT_20423
urethral discharge	PT_20424
urethral disorder	PT_20425
urethral fistula	PT_20426
urethral haemorrhage	PT_20427
urethral injury	PT_20428
urethral intrinsic sphincter deficiency	PT_20429
urethral meatotomy	PT_20430
urethral meatus stenosis	PT_20431
urethral melanoma metastatic	PT_20432
urethral necrosis	PT_20433
urethral neoplasm	PT_20434
urethral obstruction	PT_20435
